2800000a426b61;2021-10-11 12:58:00;0;22687;C
2800000a426b61;2021-10-11 12:58:02;0;22687;C
2800000a426b61;2021-10-11 12:58:04;0;22750;C
2800000a426b61;2021-10-11 12:58:06;0;22687;C
2800000a426b61;2021-10-11 12:58:07;0;22687;C
2800000a426b61;2021-10-11 12:58:09;0;22687;C
2800000a426b61;2021-10-11 12:58:11;0;22750;C
2800000a426b61;2021-10-11 12:58:13;0;22687;C
2800000a426b61;2021-10-11 12:58:15;0;22750;C
2800000a426b61;2021-10-11 12:58:17;0;22750;C
2800000a426b61;2021-10-11 12:58:19;0;22687;C
2800000a426b61;2021-10-11 12:58:21;0;22687;C
2800000a426b61;2021-10-11 12:58:23;0;22687;C
2800000a426b61;2021-10-11 12:58:25;0;22687;C
2800000a426b61;2021-10-11 12:58:27;0;22687;C
2800000a426b61;2021-10-11 12:58:29;0;22687;C
2800000a426b61;2021-10-11 12:58:30;0;22687;C
2800000a426b61;2021-10-11 12:58:32;0;22687;C
2800000a426b61;2021-10-11 12:58:34;0;22687;C
2800000a426b61;2021-10-11 12:58:36;0;22687;C
2800000a426b61;2021-10-11 12:58:38;0;22687;C
2800000a426b61;2021-10-11 12:58:40;0;22687;C
2800000a426b61;2021-10-11 12:58:42;0;22687;C
2800000a426b61;2021-10-11 12:58:44;0;22687;C
2800000a426b61;2021-10-11 12:58:46;0;22687;C
2800000a426b61;2021-10-11 12:58:48;0;22687;C
2800000a426b61;2021-10-11 12:58:50;0;22687;C
2800000a426b61;2021-10-11 12:58:52;0;22687;C
2800000a426b61;2021-10-11 12:58:54;0;22687;C
2800000a426b61;2021-10-11 12:58:55;0;22687;C
2800000a426b61;2021-10-11 12:58:57;0;22687;C
2800000a426b61;2021-10-11 13:00:01;0;22687;C
2800000a426b61;2021-10-11 12:58:59;0;22687;C
2800000a426b61;2021-10-11 12:59:01;0;22687;C
2800000a426b61;2021-10-11 12:59:03;0;22625;C
2800000a426b61;2021-10-11 12:59:05;0;22687;C
2800000a426b61;2021-10-11 12:59:07;0;22625;C
2800000a426b61;2021-10-11 12:59:09;0;22625;C
2800000a426b61;2021-10-11 12:59:11;0;22687;C
2800000a426b61;2021-10-11 12:59:13;0;22687;C
2800000a426b61;2021-10-11 12:59:15;0;22687;C
2800000a426b61;2021-10-11 12:59:17;0;22687;C
2800000a426b61;2021-10-11 12:59:18;0;22687;C
2800000a426b61;2021-10-11 12:59:20;0;22687;C
2800000a426b61;2021-10-11 12:59:22;0;22687;C
2800000a426b61;2021-10-11 12:59:24;0;22687;C
2800000a426b61;2021-10-11 12:59:26;0;22687;C
2800000a426b61;2021-10-11 12:59:28;0;22750;C
2800000a426b61;2021-10-11 12:59:30;0;22750;C
2800000a426b61;2021-10-11 12:59:32;0;22687;C
2800000a426b61;2021-10-11 12:59:34;0;22750;C
2800000a426b61;2021-10-11 12:59:36;0;22687;C
2800000a426b61;2021-10-11 12:59:38;0;22750;C
2800000a426b61;2021-10-11 12:59:40;0;22687;C
2800000a426b61;2021-10-11 12:59:42;0;22687;C
2800000a426b61;2021-10-11 12:59:43;0;22687;C
2800000a426b61;2021-10-11 12:59:45;0;22750;C
2800000a426b61;2021-10-11 12:59:47;0;22750;C
2800000a426b61;2021-10-11 12:59:49;0;22750;C
2800000a426b61;2021-10-11 12:59:51;0;22750;C
2800000a426b61;2021-10-11 12:59:53;0;22750;C
2800000a426b61;2021-10-11 12:59:55;0;22750;C
2800000a426b61;2021-10-11 12:59:57;0;22750;C
2800000a426b61;2021-10-11 12:59:59;0;22750;C
2800000a426b61;2021-10-11 13:00:03;0;22687;C
2800000a426b61;2021-10-11 13:00:05;0;22750;C
2800000a426b61;2021-10-11 13:00:06;0;22687;C
2800000a426b61;2021-10-11 13:00:08;0;22687;C
2800000a426b61;2021-10-11 13:00:10;0;22687;C
2800000a426b61;2021-10-11 13:00:12;0;22687;C
2800000a426b61;2021-10-11 13:00:14;0;22687;C
2800000a426b61;2021-10-11 13:00:16;0;22687;C
2800000a426b61;2021-10-11 13:00:18;0;22750;C
2800000a426b61;2021-10-11 13:00:20;0;22687;C
2800000a426b61;2021-10-11 13:00:22;0;22687;C
2800000a426b61;2021-10-11 13:00:24;0;22687;C
2800000a426b61;2021-10-11 13:00:26;0;22687;C
2800000a426b61;2021-10-11 13:00:28;0;22687;C
2800000a426b61;2021-10-11 13:00:30;0;22687;C
2800000a426b61;2021-10-11 13:00:31;0;22687;C
